level_0,symbol,open_date,close_date,close,high,low,volume_usd,volume_coin,num_trades_in_bar,pct_change,price_change,short_price_change
2016-01-16 00:00:00+00:00,btc_usd,2016-01-16 00:00:00+00:00,2016-01-17 00:00:00+00:00,388.6,391.44,350.83,3504883.2656578873,9416.251521499993,4332.0,0.07944444444444443,1.0794444444444444,0.9205555555555556
2016-01-17 00:00:00+00:00,btc_usd,2016-01-17 00:00:00+00:00,2016-01-18 00:00:00+00:00,380.0,392.62,377.33,2836332.3466082653,7386.253935300008,2694.0,-0.022130725681935193,0.9778692743180648,1.0221307256819352
2016-01-18 00:00:00+00:00,btc_usd,2016-01-18 00:00:00+00:00,2016-01-19 00:00:00+00:00,384.53,389.1,373.16,1768311.795525208,4621.039502800001,1898.0,0.011921052631578943,1.011921052631579,0.9880789473684211
2016-01-19 00:00:00+00:00,btc_usd,2016-01-19 00:00:00+00:00,2016-01-20 00:00:00+00:00,376.74,387.9,375.99,1658367.471893905,4347.900001100001,1784.0,-0.020258497386419716,0.9797415026135803,1.0202584973864197
2016-01-20 00:00:00+00:00,btc_usd,2016-01-20 00:00:00+00:00,2016-01-21 00:00:00+00:00,421.44,428.0,372.99,4587640.118697846,11285.954530600024,4600.0,0.1186494664755533,1.1186494664755533,0.8813505335244467
2016-01-21 00:00:00+00:00,btc_usd,2016-01-21 00:00:00+00:00,2016-01-22 00:00:00+00:00,411.76,424.73,404.2,2933408.291471206,7080.942617499997,2986.0,-0.02296886864085046,0.9770311313591495,1.0229688686408505
2016-01-22 00:00:00+00:00,btc_usd,2016-01-22 00:00:00+00:00,2016-01-23 00:00:00+00:00,381.8,412.26,368.01,5992450.685419534,15278.69005249999,4083.0,-0.07276083155236057,0.9272391684476394,1.0727608315523605
2016-01-23 00:00:00+00:00,btc_usd,2016-01-23 00:00:00+00:00,2016-01-24 00:00:00+00:00,387.01,396.5,380.58,4001172.1930814446,10282.064649699994,2597.0,0.01364588789942367,1.0136458878994237,0.9863541121005763
2016-01-24 00:00:00+00:00,btc_usd,2016-01-24 00:00:00+00:00,2016-01-25 00:00:00+00:00,403.67,408.79,386.21,2659083.4719692916,6641.793957799999,2373.0,0.0430479832562467,1.0430479832562467,0.9569520167437533
2016-01-25 00:00:00+00:00,btc_usd,2016-01-25 00:00:00+00:00,2016-01-26 00:00:00+00:00,389.0,404.51,388.17,3663658.925763863,9241.666890400003,2284.0,-0.03634156613075046,0.9636584338692495,1.0363415661307505
2016-01-26 00:00:00+00:00,btc_usd,2016-01-26 00:00:00+00:00,2016-01-27 00:00:00+00:00,391.55,397.01,386.98,1979280.2262975064,5036.510646299999,1780.0,0.006555269922879248,1.0065552699228792,0.9934447300771208
2016-01-27 00:00:00+00:00,btc_usd,2016-01-27 00:00:00+00:00,2016-01-28 00:00:00+00:00,395.63,397.92,391.31,529543.7944808392,1341.9649963000004,773.0,0.010420125143659753,1.0104201251436598,0.9895798748563402
2016-01-28 00:00:00+00:00,btc_usd,2016-01-28 00:00:00+00:00,2016-01-29 00:00:00+00:00,380.0,395.67,375.42,1758169.439802797,4594.738707999998,1669.0,-0.039506609711093654,0.9604933902889063,1.0395066097110937
2016-01-29 00:00:00+00:00,btc_usd,2016-01-29 00:00:00+00:00,2016-01-30 00:00:00+00:00,377.35,385.58,361.0,3224420.723499336,8608.334313499987,3400.0,-0.006973684210526243,0.9930263157894738,1.0069736842105264
2016-01-30 00:00:00+00:00,btc_usd,2016-01-30 00:00:00+00:00,2016-01-31 00:00:00+00:00,376.95,383.43,373.0,1369891.777419953,3634.1269958000003,1229.0,-0.0010600238505367177,0.9989399761494633,1.0010600238505367
2016-01-31 00:00:00+00:00,btc_usd,2016-01-31 00:00:00+00:00,2016-02-01 00:00:00+00:00,364.99,379.0,360.01,979338.1379288689,2639.4995657,1458.0,-0.031728345934474045,0.968271654065526,1.0317283459344742
2016-02-01 00:00:00+00:00,btc_usd,2016-02-01 00:00:00+00:00,2016-02-02 00:00:00+00:00,371.62,378.56,364.99,2488054.1742043667,6661.011989400002,2167.0,0.018164881229622676,1.0181648812296227,0.9818351187703773
2016-02-02 00:00:00+00:00,btc_usd,2016-02-02 00:00:00+00:00,2016-02-03 00:00:00+00:00,372.69,376.13,369.99,886688.9038708931,2376.972508099999,1102.0,0.002879285291426781,1.0028792852914268,0.9971207147085732
2016-02-03 00:00:00+00:00,btc_usd,2016-02-03 00:00:00+00:00,2016-02-04 00:00:00+00:00,369.78,373.9,365.71,1499326.7418566253,4039.3038311,1871.0,-0.0078080978829591086,0.9921919021170409,1.007808097882959
2016-02-04 00:00:00+00:00,btc_usd,2016-02-04 00:00:00+00:00,2016-02-05 00:00:00+00:00,389.49,395.0,369.31,2147424.9673257237,5650.394840199993,2193.0,0.05330196332954751,1.0533019633295475,0.9466980366704525
2016-02-05 00:00:00+00:00,btc_usd,2016-02-05 00:00:00+00:00,2016-02-06 00:00:00+00:00,385.39,398.98,384.59,1378194.750236648,3550.7418403999977,1237.0,-0.010526586048422382,0.9894734139515776,1.0105265860484223
2016-02-06 00:00:00+00:00,btc_usd,2016-02-06 00:00:00+00:00,2016-02-07 00:00:00+00:00,374.3,386.18,371.0,2116960.7298518806,5612.390672199999,1332.0,-0.028776045045278753,0.9712239549547212,1.0287760450452788
2016-02-07 00:00:00+00:00,btc_usd,2016-02-07 00:00:00+00:00,2016-02-08 00:00:00+00:00,375.74,380.29,373.01,703473.6247303438,1870.520324,597.0,0.0038471814052898345,1.0038471814052898,0.9961528185947102
2016-02-08 00:00:00+00:00,btc_usd,2016-02-08 00:00:00+00:00,2016-02-09 00:00:00+00:00,371.86,381.44,370.89,1468812.031668416,3897.1488195999978,931.0,-0.010326289455474535,0.9896737105445255,1.0103262894554745
2016-02-09 00:00:00+00:00,btc_usd,2016-02-09 00:00:00+00:00,2016-02-10 00:00:00+00:00,375.55,377.8,371.15,257845.017032324,689.6037278000002,317.0,0.009923089334695767,1.0099230893346958,0.9900769106653042
2016-02-10 00:00:00+00:00,btc_usd,2016-02-10 00:00:00+00:00,2016-02-11 00:00:00+00:00,381.39,385.93,374.82,502951.65530263504,1322.1421287000003,479.0,0.01555052589535344,1.0155505258953534,0.9844494741046466
2016-02-11 00:00:00+00:00,btc_usd,2016-02-11 00:00:00+00:00,2016-02-12 00:00:00+00:00,378.2,383.0,374.0,692063.834763073,1828.2192893,714.0,-0.008364141692231097,0.9916358583077689,1.008364141692231
2016-02-12 00:00:00+00:00,btc_usd,2016-02-12 00:00:00+00:00,2016-02-13 00:00:00+00:00,382.22,384.56,377.47,1040964.2740332101,2731.3669971999993,571.0,0.0106292966684296,1.0106292966684296,0.9893707033315704
2016-02-13 00:00:00+00:00,btc_usd,2016-02-13 00:00:00+00:00,2016-02-14 00:00:00+00:00,394.85,395.0,382.11,1401845.1346304708,3600.373141099999,1006.0,0.033043796766260236,1.0330437967662602,0.9669562032337398
2016-02-14 00:00:00+00:00,btc_usd,2016-02-14 00:00:00+00:00,2016-02-15 00:00:00+00:00,408.92,409.4,394.33,1858267.8800926448,4646.665158399997,1501.0,0.035633784981638605,1.0356337849816386,0.9643662150183614
2016-02-15 00:00:00+00:00,btc_usd,2016-02-15 00:00:00+00:00,2016-02-16 00:00:00+00:00,399.17,413.99,392.0,3212411.03386539,7988.556929499998,1497.0,-0.023843294531937786,0.9761567054680622,1.0238432945319378
2016-02-16 00:00:00+00:00,btc_usd,2016-02-16 00:00:00+00:00,2016-02-17 00:00:00+00:00,406.6,410.0,397.17,2822638.843440974,6998.086662800005,1048.0,0.018613623268281643,1.0186136232682816,0.9813863767317184
2016-02-17 00:00:00+00:00,btc_usd,2016-02-17 00:00:00+00:00,2016-02-18 00:00:00+00:00,414.99,422.2,403.57,2702258.2503836174,6509.718440599996,1240.0,0.020634530250860816,1.0206345302508608,0.9793654697491392
2016-02-18 00:00:00+00:00,btc_usd,2016-02-18 00:00:00+00:00,2016-02-19 00:00:00+00:00,420.77,426.11,414.5,1857315.6261045502,4418.072546200003,1124.0,0.013928046458950849,1.0139280464589508,0.9860719535410492
2016-02-19 00:00:00+00:00,btc_usd,2016-02-19 00:00:00+00:00,2016-02-20 00:00:00+00:00,419.71,422.19,412.0,1478374.737670178,3531.083951399999,862.0,-0.002519191006963406,0.9974808089930366,1.0025191910069635
2016-02-20 00:00:00+00:00,btc_usd,2016-02-20 00:00:00+00:00,2016-02-21 00:00:00+00:00,438.98,447.0,419.71,5569766.937483034,12757.490281099994,2685.0,0.04591265397536404,1.045912653975364,0.954087346024636
2016-02-21 00:00:00+00:00,btc_usd,2016-02-21 00:00:00+00:00,2016-02-22 00:00:00+00:00,439.87,451.61,427.5,4235298.693795954,9614.8934309,2354.0,0.0020274272176408203,1.0020274272176408,0.9979725727823592
2016-02-22 00:00:00+00:00,btc_usd,2016-02-22 00:00:00+00:00,2016-02-23 00:00:00+00:00,439.19,442.23,430.35,1649617.0955422188,3772.1530472,1720.0,-0.0015459112919726792,0.9984540887080273,1.0015459112919727
2016-02-23 00:00:00+00:00,btc_usd,2016-02-23 00:00:00+00:00,2016-02-24 00:00:00+00:00,420.07,442.23,413.57,2547397.7566628526,5998.116709300001,1977.0,-0.043534688859036,0.956465311140964,1.043534688859036
2016-02-24 00:00:00+00:00,btc_usd,2016-02-24 00:00:00+00:00,2016-02-25 00:00:00+00:00,424.52,426.83,410.65,1398189.8685232277,3316.942218900001,1326.0,0.010593472516485347,1.0105934725164853,0.9894065274835147
2016-02-25 00:00:00+00:00,btc_usd,2016-02-25 00:00:00+00:00,2016-02-26 00:00:00+00:00,424.46,431.11,418.8,1824359.3547254466,4299.252956200001,884.0,-0.0001413360972392086,0.9998586639027608,1.000141336097239
2016-02-26 00:00:00+00:00,btc_usd,2016-02-26 00:00:00+00:00,2016-02-27 00:00:00+00:00,434.02,434.33,418.45,1370446.672503591,3220.9846987000005,930.0,0.02252273476888278,1.0225227347688828,0.9774772652311172
2016-02-27 00:00:00+00:00,btc_usd,2016-02-27 00:00:00+00:00,2016-02-28 00:00:00+00:00,432.04,436.1,429.7,1236991.798511437,2858.148080499999,705.0,-0.004562001751071243,0.9954379982489288,1.0045620017510712
2016-02-28 00:00:00+00:00,btc_usd,2016-02-28 00:00:00+00:00,2016-02-29 00:00:00+00:00,433.99,436.0,423.18,1356268.6290811647,3161.2755871999952,1355.0,0.004513470974909728,1.0045134709749097,0.9954865290250903
2016-02-29 00:00:00+00:00,btc_usd,2016-02-29 00:00:00+00:00,2016-03-01 00:00:00+00:00,435.96,442.79,431.52,1676523.4219694128,3834.8084189999986,1229.0,0.004539275098504492,1.0045392750985045,0.9954607249014955
2016-03-01 00:00:00+00:00,btc_usd,2016-03-01 00:00:00+00:00,2016-03-02 00:00:00+00:00,433.55,440.38,424.5,1352291.5387572907,3117.834433100001,877.0,-0.005528030094503977,0.994471969905496,1.005528030094504
2016-03-02 00:00:00+00:00,btc_usd,2016-03-02 00:00:00+00:00,2016-03-03 00:00:00+00:00,423.8,435.53,421.92,1074964.1998557379,2506.708850600002,738.0,-0.022488755622188883,0.9775112443778111,1.0224887556221889
2016-03-03 00:00:00+00:00,btc_usd,2016-03-03 00:00:00+00:00,2016-03-04 00:00:00+00:00,419.99,424.01,417.8,1156333.0370962888,2747.0967607999983,617.0,-0.008990089664936307,0.9910099103350637,1.0089900896649362
2016-03-04 00:00:00+00:00,btc_usd,2016-03-04 00:00:00+00:00,2016-03-05 00:00:00+00:00,408.68,423.33,407.35,1273805.4374149598,3059.1474304000008,673.0,-0.026929212600300012,0.9730707873997,1.0269292126003
2016-03-05 00:00:00+00:00,btc_usd,2016-03-05 00:00:00+00:00,2016-03-06 00:00:00+00:00,398.01,410.03,390.08,1702480.1124239285,4235.151728500004,1008.0,-0.026108446706469612,0.9738915532935304,1.0261084467064696
2016-03-06 00:00:00+00:00,btc_usd,2016-03-06 00:00:00+00:00,2016-03-07 00:00:00+00:00,404.08,410.38,392.76,825460.0884036988,2047.0258894,1418.0,0.015250873093640926,1.015250873093641,0.9847491269063591
2016-03-07 00:00:00+00:00,btc_usd,2016-03-07 00:00:00+00:00,2016-03-08 00:00:00+00:00,412.92,414.58,402.28,925097.7824543316,2257.5328140000006,707.0,0.0218768560681053,1.0218768560681053,0.9781231439318947
2016-03-08 00:00:00+00:00,btc_usd,2016-03-08 00:00:00+00:00,2016-03-09 00:00:00+00:00,412.49,415.24,409.02,441856.34401365893,1072.4276221000005,297.0,-0.0010413639445897571,0.9989586360554102,1.0010413639445899
2016-03-09 00:00:00+00:00,btc_usd,2016-03-09 00:00:00+00:00,2016-03-10 00:00:00+00:00,413.64,414.15,408.1,368957.8748282319,897.4266564000003,497.0,0.0027879463744575617,1.0027879463744576,0.9972120536255424
2016-03-10 00:00:00+00:00,btc_usd,2016-03-10 00:00:00+00:00,2016-03-11 00:00:00+00:00,418.03,418.08,411.06,543348.4920619321,1310.8161450000005,226.0,0.010613093511265825,1.0106130935112658,0.9893869064887342
2016-03-11 00:00:00+00:00,btc_usd,2016-03-11 00:00:00+00:00,2016-03-12 00:00:00+00:00,421.87,423.48,416.61,1147317.6901132127,2728.3173051999993,424.0,0.009185943592565193,1.0091859435925652,0.9908140564074348
2016-03-12 00:00:00+00:00,btc_usd,2016-03-12 00:00:00+00:00,2016-03-13 00:00:00+00:00,411.4,421.96,407.23,1504521.3354527357,3634.7976872000004,451.0,-0.024818071917889428,0.9751819280821106,1.0248180719178894
2016-03-13 00:00:00+00:00,btc_usd,2016-03-13 00:00:00+00:00,2016-03-14 00:00:00+00:00,412.58,416.17,411.17,252484.3197932881,610.5457398000003,212.0,0.00286825473991259,1.0028682547399126,0.9971317452600874
2016-03-14 00:00:00+00:00,btc_usd,2016-03-14 00:00:00+00:00,2016-03-15 00:00:00+00:00,415.68,416.01,412.58,264067.6698442699,637.0925102,168.0,0.007513694313830088,1.00751369431383,0.9924863056861699
2016-03-15 00:00:00+00:00,btc_usd,2016-03-15 00:00:00+00:00,2016-03-16 00:00:00+00:00,415.53,418.05,413.25,292037.98658093414,702.1805443999999,185.0,-0.0003608545034642363,0.9996391454965358,1.0003608545034641
2016-03-16 00:00:00+00:00,btc_usd,2016-03-16 00:00:00+00:00,2016-03-17 00:00:00+00:00,416.86,417.73,413.47,205306.381396256,493.80304660000013,145.0,0.0032007315957933713,1.0032007315957934,0.9967992684042066
2016-03-17 00:00:00+00:00,btc_usd,2016-03-17 00:00:00+00:00,2016-03-18 00:00:00+00:00,419.2,419.46,416.86,218149.619804683,521.1884541000001,121.0,0.00561339538454142,1.0056133953845414,0.9943866046154586
2016-03-18 00:00:00+00:00,btc_usd,2016-03-18 00:00:00+00:00,2016-03-19 00:00:00+00:00,408.68,419.2,402.49,684915.193971747,1667.5870196999988,379.0,-0.025095419847328215,0.9749045801526718,1.0250954198473283
2016-03-19 00:00:00+00:00,btc_usd,2016-03-19 00:00:00+00:00,2016-03-20 00:00:00+00:00,409.25,409.81,403.68,525369.7545704897,1290.4342798,302.0,0.0013947342664186735,1.0013947342664187,0.9986052657335813
2016-03-20 00:00:00+00:00,btc_usd,2016-03-20 00:00:00+00:00,2016-03-21 00:00:00+00:00,412.24,412.55,406.81,435967.7232700831,1062.5260363,288.0,0.007306047648136804,1.0073060476481368,0.9926939523518632
2016-03-21 00:00:00+00:00,btc_usd,2016-03-21 00:00:00+00:00,2016-03-22 00:00:00+00:00,412.25,412.25,407.53,402064.54397940566,982.3070609999994,237.0,2.4257713953090843e-05,1.000024257713953,0.9999757422860469
2016-03-22 00:00:00+00:00,btc_usd,2016-03-22 00:00:00+00:00,2016-03-23 00:00:00+00:00,416.99,417.77,411.18,402679.41376197094,969.7261264999997,240.0,0.011497877501515985,1.011497877501516,0.988502122498484
2016-03-23 00:00:00+00:00,btc_usd,2016-03-23 00:00:00+00:00,2016-03-24 00:00:00+00:00,416.57,419.0,414.55,764797.0843532339,1835.5893554000004,259.0,-0.0010072183985228023,0.9989927816014772,1.0010072183985228
2016-03-24 00:00:00+00:00,btc_usd,2016-03-24 00:00:00+00:00,2016-03-25 00:00:00+00:00,415.67,418.36,412.41,647954.3988836098,1560.6878309999997,224.0,-0.0021605012362867493,0.9978394987637133,1.0021605012362866
2016-03-25 00:00:00+00:00,btc_usd,2016-03-25 00:00:00+00:00,2016-03-26 00:00:00+00:00,415.82,416.84,410.88,514605.5588817871,1239.9880434999998,215.0,0.0003608631847378252,1.0003608631847378,0.9996391368152622
2016-03-26 00:00:00+00:00,btc_usd,2016-03-26 00:00:00+00:00,2016-03-27 00:00:00+00:00,416.5,418.4,413.45,371182.9110765661,892.5181002,141.0,0.0016353229762877675,1.0016353229762878,0.9983646770237122
2016-03-27 00:00:00+00:00,btc_usd,2016-03-27 00:00:00+00:00,2016-03-28 00:00:00+00:00,425.5,433.97,415.82,1912980.856617499,4493.017208099996,704.0,0.021608643457383003,1.021608643457383,0.978391356542617
2016-03-28 00:00:00+00:00,btc_usd,2016-03-28 00:00:00+00:00,2016-03-29 00:00:00+00:00,422.46,427.76,421.73,900526.3556778383,2122.538551999999,301.0,-0.007144535840188038,0.992855464159812,1.007144535840188
2016-03-29 00:00:00+00:00,btc_usd,2016-03-29 00:00:00+00:00,2016-03-30 00:00:00+00:00,414.58,425.09,406.9,958111.3872463254,2304.007783700001,486.0,-0.01865265350565737,0.9813473464943426,1.0186526535056575
2016-03-30 00:00:00+00:00,btc_usd,2016-03-30 00:00:00+00:00,2016-03-31 00:00:00+00:00,412.09,414.99,408.62,461433.18199561094,1119.5631908999997,370.0,-0.006006078440831675,0.9939939215591683,1.0060060784408318
2016-03-31 00:00:00+00:00,btc_usd,2016-03-31 00:00:00+00:00,2016-04-01 00:00:00+00:00,415.49,416.75,412.08,477609.9623343632,1152.1520686999995,294.0,0.00825062486350081,1.0082506248635008,0.9917493751364992
2016-04-01 00:00:00+00:00,btc_usd,2016-04-01 00:00:00+00:00,2016-04-02 00:00:00+00:00,417.04,417.04,413.39,267861.2944588369,644.3581775,100.0,0.003730535030927351,1.0037305350309274,0.9962694649690726
2016-04-02 00:00:00+00:00,btc_usd,2016-04-02 00:00:00+00:00,2016-04-03 00:00:00+00:00,420.0,422.07,417.03,488760.165646782,1163.4790974000002,190.0,0.007097640514099224,1.0070976405140992,0.9929023594859008
2016-04-03 00:00:00+00:00,btc_usd,2016-04-03 00:00:00+00:00,2016-04-04 00:00:00+00:00,419.6,420.69,416.6,383050.6013738241,913.5952973999997,179.0,-0.0009523809523809268,0.9990476190476191,1.000952380952381
2016-04-04 00:00:00+00:00,btc_usd,2016-04-04 00:00:00+00:00,2016-04-05 00:00:00+00:00,419.55,420.52,417.64,265702.87889881706,634.1785861000001,193.0,-0.00011916110581511319,0.9998808388941849,1.0001191611058151
2016-04-05 00:00:00+00:00,btc_usd,2016-04-05 00:00:00+00:00,2016-04-06 00:00:00+00:00,423.24,423.98,419.28,350410.0997192639,830.3471296000007,214.0,0.008795137647479523,1.0087951376474795,0.9912048623525205
2016-04-06 00:00:00+00:00,btc_usd,2016-04-06 00:00:00+00:00,2016-04-07 00:00:00+00:00,422.04,423.52,420.96,301746.268927279,714.7902650999999,166.0,-0.0028352707683583223,0.9971647292316417,1.0028352707683583
2016-04-07 00:00:00+00:00,btc_usd,2016-04-07 00:00:00+00:00,2016-04-08 00:00:00+00:00,421.4,422.37,417.92,241276.77243711698,573.3229731,147.0,-0.001516443938963219,0.9984835560610368,1.0015164439389632
2016-04-08 00:00:00+00:00,btc_usd,2016-04-08 00:00:00+00:00,2016-04-09 00:00:00+00:00,417.99,423.51,415.0,588210.519704546,1400.5202380000007,326.0,-0.008092074038917763,0.9919079259610822,1.0080920740389177
2016-04-09 00:00:00+00:00,btc_usd,2016-04-09 00:00:00+00:00,2016-04-10 00:00:00+00:00,418.21,418.21,412.14,536423.9622357999,1289.0689673999998,228.0,0.0005263283810617025,1.0005263283810617,0.9994736716189383
2016-04-10 00:00:00+00:00,btc_usd,2016-04-10 00:00:00+00:00,2016-04-11 00:00:00+00:00,421.16,422.19,416.59,286599.2109285041,681.8942588000001,153.0,0.007053872456421528,1.0070538724564215,0.9929461275435785
2016-04-11 00:00:00+00:00,btc_usd,2016-04-11 00:00:00+00:00,2016-04-12 00:00:00+00:00,423.0,423.43,418.86,296156.79870698304,703.0359511000001,97.0,0.004368885934086686,1.0043688859340867,0.9956311140659133
2016-04-12 00:00:00+00:00,btc_usd,2016-04-12 00:00:00+00:00,2016-04-13 00:00:00+00:00,425.63,428.24,422.92,550600.2174413957,1293.5496239999993,582.0,0.006217494089834519,1.0062174940898345,0.9937825059101655
2016-04-13 00:00:00+00:00,btc_usd,2016-04-13 00:00:00+00:00,2016-04-14 00:00:00+00:00,424.11,427.5,421.65,317178.2915868617,746.6695295999999,174.0,-0.0035711768437374225,0.9964288231562626,1.0035711768437374
2016-04-14 00:00:00+00:00,btc_usd,2016-04-14 00:00:00+00:00,2016-04-15 00:00:00+00:00,425.31,425.62,423.38,202214.52007738204,476.13710440000006,113.0,0.002829454622621519,1.0028294546226215,0.9971705453773785
2016-04-15 00:00:00+00:00,btc_usd,2016-04-15 00:00:00+00:00,2016-04-16 00:00:00+00:00,430.25,436.97,424.91,768060.7784991231,1791.4953163000002,533.0,0.011615057252357008,1.011615057252357,0.988384942747643
2016-04-16 00:00:00+00:00,btc_usd,2016-04-16 00:00:00+00:00,2016-04-17 00:00:00+00:00,431.23,434.97,429.26,669224.0318498927,1549.5319463000003,237.0,0.002277745496804151,1.0022777454968042,0.9977222545031958
2016-04-17 00:00:00+00:00,btc_usd,2016-04-17 00:00:00+00:00,2016-04-18 00:00:00+00:00,428.04,432.21,425.33,449348.91364622506,1049.0614941000001,173.0,-0.00739744451916613,0.9926025554808339,1.007397444519166
2016-04-18 00:00:00+00:00,btc_usd,2016-04-18 00:00:00+00:00,2016-04-19 00:00:00+00:00,430.38,430.38,427.27,256802.8357450571,599.1529178999997,112.0,0.005466778805718997,1.005466778805719,0.994533221194281
2016-04-19 00:00:00+00:00,btc_usd,2016-04-19 00:00:00+00:00,2016-04-20 00:00:00+00:00,437.03,438.85,428.56,422182.7908272461,977.4791723999997,206.0,0.01545146149914034,1.0154514614991403,0.9845485385008597
2016-04-20 00:00:00+00:00,btc_usd,2016-04-20 00:00:00+00:00,2016-04-21 00:00:00+00:00,443.7,446.49,434.82,1376797.9300706782,3127.564833599998,562.0,0.015262110152621133,1.0152621101526211,0.9847378898473789
2016-04-21 00:00:00+00:00,btc_usd,2016-04-21 00:00:00+00:00,2016-04-22 00:00:00+00:00,451.61,453.63,441.61,2091861.6823394417,4681.840765099997,827.0,0.017827360829389294,1.0178273608293893,0.9821726391706107
2016-04-22 00:00:00+00:00,btc_usd,2016-04-22 00:00:00+00:00,2016-04-23 00:00:00+00:00,448.0,451.94,444.23,1535890.7479390965,3427.6824424,602.0,-0.007993622816146684,0.9920063771838533,1.0079936228161466
2016-04-23 00:00:00+00:00,btc_usd,2016-04-23 00:00:00+00:00,2016-04-24 00:00:00+00:00,454.75,454.75,445.82,1938612.7982121191,4306.382502899998,776.0,0.01506696428571419,1.0150669642857142,0.9849330357142858
2016-04-24 00:00:00+00:00,btc_usd,2016-04-24 00:00:00+00:00,2016-04-25 00:00:00+00:00,464.32,467.12,447.81,4494938.668254049,9796.220411200005,1480.0,0.0210445299615174,1.0210445299615174,0.9789554700384826
2016-04-25 00:00:00+00:00,btc_usd,2016-04-25 00:00:00+00:00,2016-04-26 00:00:00+00:00,463.03,472.32,455.56,2615043.14407611,5653.144479700001,1141.0,-0.002778256374913912,0.9972217436250861,1.002778256374914
2016-04-26 00:00:00+00:00,btc_usd,2016-04-26 00:00:00+00:00,2016-04-27 00:00:00+00:00,468.43,473.39,462.63,2056694.8495943055,4405.7178926000015,1134.0,0.011662311297324202,1.0116623112973242,0.9883376887026758
2016-04-27 00:00:00+00:00,btc_usd,2016-04-27 00:00:00+00:00,2016-04-28 00:00:00+00:00,445.11,469.99,443.03,2908523.065479484,6348.114702500002,1205.0,-0.04978331874559694,0.9502166812544031,1.049783318745597
